Food_Category,Moisture_Content_pct,pH,Water_Activity,Protein_Content_pct,Fat_Content_pct,Storage_Temp_C,Relative_Humidity_pct,Packaging_Type,Preservative_Conc_pct,Shelf_Life_Days
Meat,74.1,5.68,0.987,21.8,8.8,1.6,61.6,Vacuum Sealed,0.124,4.8
Seafood,65.2,6.39,0.977,18.4,5.5,18.0,63.2,Cardboard,0.021,1.0
Beverages,94.2,4.35,0.985,1.1,1.4,6.4,31.4,Cardboard,0.008,44.7
Condiments,44.9,4.42,0.825,4.8,25.3,20.7,93.3,Standard Plastic,0.049,111.9
Meat,58.1,6.14,0.972,22.1,13.7,19.6,74.5,Standard Plastic,0.075,1.0
Meat,61.5,5.76,0.989,24.4,12.4,1.6,84.2,Modified Atmosphere,0.185,4.3
Seafood,71.7,6.61,0.975,18.7,6.3,7.8,39.2,Modified Atmosphere,0.053,1.0
Dairy,60.6,4.44,0.981,8.0,8.7,22.3,83.5,Vacuum Sealed,0.114,4.4
Bakery,32.9,7.5,0.927,7.2,18.5,21.1,,Standard Plastic,0.16,4.0
Produce,91.0,6.17,0.986,2.0,0.9,5.3,87.7,Glass,0.041,4.1
Dairy,68.2,12.0,0.974,3.4,3.1,60.0,67.8,Modified Atmosphere,0.019,4.3
Produce,88.1,6.1,0.966,2.6,0.5,8.9,48.5,Modified Atmosphere,0.372,5.9
Condiments,49.4,5.32,0.816,3.0,3.6,20.1,46.1,Cardboard,0.455,115.1
Meat,63.9,6.08,0.971,20.5,12.6,4.3,75.4,Standard Plastic,0.158,2.5
Snacks,9.6,7.27,0.474,4.5,32.7,17.0,75.5,Cardboard,0.038,70.8
Dairy,60.7,5.94,0.985,7.5,7.0,24.8,83.3,Vacuum Sealed,0.16,3.6
Seafood,76.7,6.8,0.977,18.0,6.2,21.8,33.4,Cardboard,0.11,1.0
Meat,55.4,,0.981,21.4,17.7,1.1,57.9,Glass,0.477,4.8
Meat,67.4,5.7,0.984,,3.0,23.3,66.1,Cardboard,0.167,1.0
Produce,93.2,4.44,0.976,2.1,0.2,9.9,93.5,,0.013,3.6
Meat,63.9,5.88,0.986,21.8,9.2,13.1,82.6,Standard Plastic,0.262,1.0
Dairy,79.2,4.3,0.989,3.0,9.0,7.7,91.0,Standard Plastic,0.327,6.5
Meat,71.9,5.69,0.972,23.7,13.8,,83.9,,0.262,1.8
Meat,66.7,6.29,0.983,20.6,,0.2,80.8,Glass,0.384,3.8
Condiments,30.8,3.64,0.888,1.9,1.7,2.6,58.0,Modified Atmosphere,0.258,202.9
Dairy,57.0,6.31,0.985,5.2,8.8,9.1,81.6,Cardboard,0.312,3.3
Condiments,30.4,3.7,0.749,4.7,20.6,17.2,67.2,Standard Plastic,0.491,191.5
Condiments,54.3,4.74,0.763,4.2,18.5,17.3,52.4,Cardboard,0.136,262.1
snacks ,90.5,4.56,0.951,1.7,0.7,3.7,91.1,Cardboard,0.039,4.9
Seafood,74.0,6.84,0.974,15.1,3.5,15.1,62.7,Standard Plastic,0.116,1.0
Produce,90.3,5.76,0.976,4.8,0.7,21.5,38.6,Glass,0.371,2.3
Meat,63.8,6.01,0.974,20.7,5.7,7.8,63.1,Vacuum Sealed,0.077,1.1
Produce,84.2,4.94,0.974,3.4,1.9,5.6,43.9,Vacuum Sealed,0.329,7.6
Meat,64.1,5.87,0.968,18.9,10.9,1.6,72.7,Glass,0.022,3.8
Meat,73.8,,0.976,24.7,4.3,11.5,87.9,Vacuum Sealed,0.494,1.2
Condiments,39.9,3.01,0.91,4.7,28.0,18.0,79.8,Vacuum Sealed,0.257,192.8
Beverages,93.0,3.35,0.989,2.2,1.4,14.4,72.9,Vacuum Sealed,0.17,217.8
Condiments,52.7,5.26,0.779,1.9,3.7,13.0,65.6,Standard Plastic,0.315,141.0
Bakery,108.6,5.69,0.94,7.4,22.4,,43.7,,0.026,6.1
Beverages,88.2,5.83,0.991,0.0,1.0,7.3,72.0,Vacuum Sealed,0.081,246.0
Condiments,60.1,3.13,0.843,1.9,10.7,24.0,57.5,Glass,0.17,199.3
Dairy,75.7,5.29,,5.6,2.3,5.6,59.3,Standard Plastic,0.11,6.1
Produce,92.7,4.52,0.962,1.2,1.0,7.0,94.9,Glass,0.004,4.5
Dairy,68.4,4.76,0.977,7.9,3.4,14.9,57.6,Standard Plastic,0.127,2.8
Beverages,85.8,6.47,0.968,2.8,1.1,16.5,53.9,Glass,0.083,35.3
Snacks,69.1,6.71,0.974,21.7,10.2,4.2,31.2,Glass,0.305,1.6
Bakery,21.0,7.41,0.815,7.8,8.3,17.2,35.1,,0.387,5.6
Produce,,3.61,0.951,4.0,0.7,19.9,58.1,Standard Plastic,0.256,2.6
Produce,83.5,3.69,0.978,1.4,0.2,4.4,81.5,Vacuum Sealed,0.025,8.0
Snacks,2.6,6.61,0.437,7.5,26.8,28.3,53.2,Vacuum Sealed,0.085,354.9
Seafood,70.8,6.19,0.974,20.4,4.2,0.8,88.5,Glass,0.005,2.0
Produce,76.6,3.81,0.963,1.5,0.7,6.5,71.5,Cardboard,0.343,5.7
Snacks,,7.06,0.232,3.6,24.3,,30.8,Standard Plastic,0.484,169.8
Dairy,75.7,,,3.4,6.4,20.6,94.1,Glass,0.139,2.9
Beverages,88.1,3.42,0.985,2.3,1.5,1.5,,Standard Plastic,0.415,73.5
Produce,88.9,4.77,0.957,4.4,2.0,1.8,44.1,Glass,0.27,7.5
Snacks,10.3,6.7,0.507,7.5,22.0,15.9,74.9,Standard Plastic,,97.9
Condiments,65.7,4.87,0.776,4.0,10.0,18.6,39.9,Vacuum Sealed,0.173,168.9
Dairy,77.8,5.74,,,5.3,17.2,52.4,Modified Atmosphere,0.498,4.7
Snacks,2.3,7.41,0.426,4.8,20.1,16.0,43.8,Cardboard,0.321,109.0
Condiments,44.7,4.11,0.762,3.9,18.1,16.3,43.7,Standard Plastic,0.011,151.6
Dairy,47.5,5.6,0.971,7.7,8.1,16.4,83.6,Standard Plastic,0.484,2.9
Snacks,3.1,6.37,0.327,11.2,18.9,9.8,49.7,Standard Plastic,0.126,126.3
Beverages,,6.31,0.974,1.3,1.9,4.0,40.2,Cardboard,0.255,34.4
Snacks,7.5,5.31,0.387,4.7,19.2,9.6,78.0,Glass,,157.0
Produce,83.3,5.78,0.961,1.3,0.8,22.1,79.1,Standard Plastic,0.469,2.1
Meat,73.5,,0.974,19.7,17.4,10.5,38.9,Glass,0.485,1.5
Dairy,,6.23,0.97,6.6,2.1,19.9,31.5,Modified Atmosphere,0.134,3.7
Snacks,5.5,5.78,0.475,8.4,31.4,23.7,36.9,Modified Atmosphere,0.472,202.4
Produce,89.3,4.72,0.988,2.9,1.8,22.7,35.7,Cardboard,0.413,1.8
Meat,73.3,5.6,0.978,18.9,14.0,10.3,56.4,Standard Plastic,0.034,1.0
Seafood,64.4,6.46,0.973,,1.3,13.9,41.0,Vacuum Sealed,0.435,1.0
Dairy,79.3,6.71,0.967,7.6,7.0,6.3,65.3,Vacuum Sealed,0.051,6.7
Snacks,10.8,6.16,0.268,10.5,20.4,14.8,47.4,Standard Plastic,0.493,137.6
Produce,91.7,5.34,0.969,3.6,0.9,20.5,88.9,Vacuum Sealed,0.266,2.3
Snacks,11.0,5.24,0.493,9.5,34.8,17.3,,Standard Plastic,,141.7
Produce,70.1,5.52,0.976,4.9,1.8,22.4,72.9,Standard Plastic,0.447,1.9
Beverages,88.9,4.9,0.968,1.6,1.4,18.4,40.7,Glass,0.336,41.9
Meat,70.1,5.55,0.972,20.4,3.4,9.9,61.4,Modified Atmosphere,0.022,1.3
Bakery,41.4,6.53,0.896,6.0,17.4,18.9,42.6,Modified Atmosphere,0.119,5.4
Produce,89.4,5.21,0.99,4.4,1.4,,40.2,Vacuum Sealed,0.005,7.7
Produce,85.7,4.48,0.959,1.7,0.6,11.7,45.1,Standard Plastic,0.462,6.1
Produce,87.7,5.08,0.986,2.0,0.9,3.1,43.4,Vacuum Sealed,0.02,6.3
Snacks,12.8,6.84,0.634,3.9,23.8,3.6,,Standard Plastic,0.363,106.6
Meat,68.2,5.96,0.982,25.9,15.8,23.6,55.9,Modified Atmosphere,0.275,1.3
Meat,65.8,5.57,0.977,18.2,12.6,6.7,78.7,Modified Atmosphere,0.033,2.6
Meat,67.4,5.84,0.978,26.9,11.4,20.6,56.1,Vacuum Sealed,0.031,1.3
Produce,75.9,6.46,0.988,3.7,1.7,5.8,42.2,Vacuum Sealed,0.206,6.2
Condiments,33.7,4.79,,1.8,26.3,18.5,30.9,Modified Atmosphere,,177.8
Produce,94.4,4.71,0.959,3.4,1.6,11.2,64.6,Standard Plastic,0.351,4.2
Snacks,2.1,5.6,0.305,9.0,29.6,28.4,53.2,Vacuum Sealed,0.01,286.5
Dairy,48.5,,0.973,4.6,6.2,23.7,55.4,Vacuum Sealed,0.194,4.1
Dairy,,5.44,0.971,5.6,2.6,11.0,76.1,Vacuum Sealed,0.03,3.3
Produce,75.5,6.37,0.979,4.5,1.9,22.9,71.3,Standard Plastic,0.202,1.3
Beverages,98.0,3.93,0.97,2.2,0.3,11.9,50.7,Cardboard,0.489,50.4
Beverages,87.4,3.12,0.973,1.3,1.7,22.7,61.2,,0.201,104.2
Meat,63.2,6.41,0.974,20.1,,6.1,91.3,Standard Plastic,0.332,1.1
Produce,85.6,6.2,0.976,1.5,0.7,5.0,89.1,Glass,0.338,4.7
Meat,,5.68,0.973,19.1,17.7,13.6,32.5,Standard Plastic,0.409,1.3
Bakery,,7.19,0.813,10.3,9.8,13.1,42.0,Modified Atmosphere,0.258,6.8
Beverages,89.1,6.27,0.966,0.6,0.8,18.3,92.8,Glass,0.47,30.7
Condiments,50.7,4.49,0.77,3.2,13.2,20.7,51.3,Standard Plastic,0.11,217.5
Snacks,11.2,5.95,0.303,7.9,28.4,26.5,37.5,Glass,0.233,332.2
Condiments,56.5,3.9,0.827,3.3,27.7,,44.3,Glass,0.184,200.8
Produce,88.8,3.88,0.966,1.7,0.8,7.9,85.2,Cardboard,0.009,3.2
Meat,74.6,5.63,0.972,24.7,17.4,8.1,74.0,Standard Plastic,0.302,1.0
Condiments,57.2,4.83,0.844,2.5,18.5,23.0,54.1,Glass,0.246,183.1
Beverages,88.7,6.76,0.953,2.7,1.6,16.6,62.6,Cardboard,0.158,102.2
Condiments,34.3,4.17,0.816,3.6,26.0,20.7,70.7,Vacuum Sealed,0.056,183.6
Condiments,40.4,5.19,0.909,3.4,14.1,16.2,61.9,Standard Plastic,0.111,163.9
Produce,80.7,6.28,,2.6,0.2,2.1,80.1,Glass,0.011,5.6
Snacks,3.2,6.83,0.287,9.8,15.4,23.4,48.9,Standard Plastic,0.199,316.5
Produce,82.2,4.04,0.954,3.0,,18.2,43.1,Standard Plastic,0.01,2.6
Condiments,55.5,3.18,0.912,3.2,8.1,17.2,52.7,Vacuum Sealed,0.08,286.2
Dairy,54.6,5.94,,3.1,2.5,23.9,52.5,Cardboard,0.48,3.0
Beverages,97.0,6.44,,1.2,1.4,13.9,85.4,Standard Plastic,0.262,33.5
Snacks,5.4,5.42,0.626,10.3,22.0,11.3,76.2,Standard Plastic,0.485,121.7
Bakery,,7.08,0.934,5.3,21.0,3.4,44.5,,0.132,5.1
Snacks,8.7,,,8.5,27.5,0.6,67.1,Cardboard,0.009,97.1
Dairy,79.0,5.22,0.973,4.8,8.9,2.3,51.7,Standard Plastic,0.026,8.9
Seafood,77.6,6.5,0.973,18.7,1.8,2.8,85.5,Vacuum Sealed,0.062,2.9
Snacks,7.6,5.69,0.473,7.4,26.5,19.3,78.0,Standard Plastic,0.5,109.2
Bakery,26.3,6.58,0.941,7.8,13.5,25.7,46.6,Standard Plastic,0.226,2.5
Snacks,8.7,7.0,0.309,6.6,29.4,23.0,43.7,Vacuum Sealed,0.207,607.6
Dairy,65.3,4.88,0.976,6.5,2.3,14.2,41.1,Vacuum Sealed,,5.1
Dairy,48.8,4.38,0.984,5.5,5.7,23.8,91.4,Glass,0.301,3.3
Bakery,34.2,6.99,0.832,11.5,8.4,18.8,35.4,Standard Plastic,0.276,5.3
Meat,65.7,6.49,,19.1,17.1,6.3,80.5,Cardboard,0.348,1.1
Meat,66.3,6.18,0.976,22.4,12.2,4.9,58.0,,0.451,2.1
Bakery,33.7,6.68,0.896,6.2,,7.2,69.1,Cardboard,0.477,4.6
Dairy,75.6,5.87,0.978,6.3,8.7,11.8,76.6,Cardboard,0.077,2.1
Seafood,78.8,6.26,0.984,21.4,4.6,6.7,42.4,Standard Plastic,0.109,1.0
Meat,67.6,6.43,0.985,25.9,5.9,5.3,64.6,Modified Atmosphere,0.317,1.9
Meat,74.0,6.23,0.986,25.4,14.8,6.5,90.1,Modified Atmosphere,0.452,1.4
Dairy,48.9,4.48,0.976,4.5,6.9,20.1,88.5,Standard Plastic,0.003,2.9
Condiments,54.7,3.26,0.748,1.7,2.2,10.7,44.3,Standard Plastic,0.13,177.8
Bakery,35.8,7.46,0.828,6.8,16.8,13.4,84.9,Glass,0.416,6.1
Bakery,23.1,6.9,0.916,9.6,20.3,14.3,88.0,Modified Atmosphere,0.121,4.9
Dairy,49.8,4.21,0.975,5.2,3.2,22.5,82.4,Vacuum Sealed,0.124,4.7
Snacks,3.7,6.94,0.303,3.0,29.4,21.6,41.5,Standard Plastic,0.096,374.4
Beverages,99.0,14.1,0.985,1.1,0.8,3.1,74.2,Modified Atmosphere,0.314,73.9
Beverages,87.7,2.87,0.971,2.9,0.8,11.7,33.4,Vacuum Sealed,,88.5
Bakery,27.3,6.47,,6.3,9.9,20.8,69.9,Cardboard,0.116,3.0
Snacks,,6.45,0.291,5.0,28.6,7.6,94.1,Standard Plastic,0.258,116.4
Seafood,71.5,6.89,0.984,15.9,5.7,3.4,85.7,Vacuum Sealed,0.103,2.5
Dairy,74.0,5.06,0.988,4.9,4.0,22.8,36.0,Cardboard,0.229,2.5
Dairy,70.6,4.43,0.972,4.1,5.6,24.4,83.3,Glass,0.43,4.5
Snacks,7.2,5.31,0.423,6.2,28.9,20.1,40.0,Standard Plastic,0.187,137.7
Seafood,76.6,6.42,0.98,19.7,4.3,19.4,85.5,Standard Plastic,0.334,1.0
Snacks,5.3,6.43,0.267,5.1,8.3,3.3,50.1,Vacuum Sealed,0.493,232.1
Snacks,10.5,5.81,0.225,3.6,31.1,25.3,35.9,Cardboard,0.061,261.1
Produce,92.4,5.71,0.984,2.3,0.3,1.5,85.4,Glass,0.349,6.9
Produce,92.7,4.09,0.957,4.7,0.2,14.8,66.7,Standard Plastic,0.316,3.7
Dairy,75.5,4.64,0.974,5.1,7.2,12.6,77.3,Standard Plastic,0.144,2.9
Beverages,88.1,5.21,0.987,0.7,1.5,22.5,62.4,Vacuum Sealed,0.299,103.8
Meat,65.1,5.89,0.988,21.3,14.3,,31.7,Cardboard,0.002,1.0
dairy,86.5,5.06,0.984,1.1,,,84.8,Standard Plastic,0.217,33.7
Bakery,31.4,7.35,,5.8,15.6,3.2,68.5,Standard Plastic,0.311,5.7
Seafood,79.0,6.41,0.981,16.3,,5.8,80.2,Standard Plastic,0.072,1.0
Produce,71.8,4.75,0.983,2.1,2.0,,76.1,Vacuum Sealed,0.259,4.1
Snacks,4.5,7.31,0.397,5.2,31.2,25.7,30.6,Glass,0.067,371.1
Meat,70.7,5.78,0.987,24.7,13.2,4.8,44.3,Vacuum Sealed,0.12,3.0
Produce,75.6,4.06,0.985,3.6,1.0,12.5,38.3,Glass,0.309,5.3
Beverages,97.3,5.28,0.975,2.2,0.9,24.6,59.7,Vacuum Sealed,0.496,49.0
Condiments,58.7,3.74,0.917,2.3,20.3,16.8,58.6,Glass,0.24,254.0
Produce,88.5,5.19,0.982,3.6,0.8,20.2,49.2,Standard Plastic,0.373,1.8
Bakery,30.7,6.16,0.935,11.0,10.6,20.4,45.9,Standard Plastic,0.099,3.2
Condiments,53.1,5.16,0.831,3.6,21.3,24.7,68.9,Modified Atmosphere,0.338,181.9
Seafood,62.9,6.36,0.975,17.0,9.5,6.5,59.2,Modified Atmosphere,0.339,1.0
Meat,57.6,6.21,0.972,22.4,13.7,13.9,93.5,,0.387,1.0
Meat,60.5,6.29,0.989,21.0,4.2,7.1,36.0,Standard Plastic,0.354,1.0
Beverages,92.5,4.33,0.997,1.3,1.0,21.3,56.9,Vacuum Sealed,0.257,113.0
Meat,62.9,5.71,0.985,18.6,6.8,19.8,82.3,Modified Atmosphere,0.168,1.3
Snacks,6.8,6.19,0.296,8.6,26.5,27.3,34.3,Cardboard,0.108,283.3
Dairy,71.8,5.67,0.973,6.8,6.2,15.6,79.2,Glass,0.381,3.4
Produce,88.0,5.94,0.953,3.9,0.3,17.9,74.2,Glass,0.021,1.9
Beverages,86.2,5.19,0.964,,1.8,23.3,37.0,Standard Plastic,0.049,33.1
Snacks,4.9,6.76,0.384,10.2,25.0,14.7,53.0,,0.299,128.1
Produce,,6.04,0.958,4.2,1.0,18.3,54.8,Standard Plastic,0.421,1.7
Seafood,70.5,6.59,0.976,17.1,4.8,1.9,83.1,Cardboard,0.005,1.7
Meat,,5.52,0.981,26.9,17.8,8.9,87.9,Standard Plastic,0.403,1.0
Dairy,76.6,,0.987,6.4,9.8,12.7,71.5,Standard Plastic,0.242,2.7
Bakery,34.3,6.95,0.914,10.2,15.3,18.9,57.0,Standard Plastic,0.078,3.3
Dairy,55.4,4.91,,,3.1,9.6,41.8,Modified Atmosphere,0.353,6.2
Beverages,96.0,4.1,0.979,0.7,1.3,5.9,76.4,Cardboard,0.063,45.3
Bakery,33.9,6.68,0.939,10.9,,8.9,88.9,Cardboard,0.488,3.9
Beverages,92.8,4.34,0.98,1.2,1.8,12.1,83.5,Glass,0.412,64.6
Beverages,93.5,3.09,0.962,2.5,0.1,18.4,52.2,Standard Plastic,0.464,58.6
Condiments,53.8,3.89,0.816,,29.9,19.4,56.3,Standard Plastic,,151.3
Dairy,75.9,6.53,0.957,3.8,3.1,3.2,68.9,Standard Plastic,0.114,4.9
Seafood,69.8,6.55,0.986,16.1,1.9,,50.2,Cardboard,0.392,1.0
Meat,73.0,5.67,0.987,24.0,3.5,,91.8,Vacuum Sealed,,1.3
Produce,93.6,5.92,0.979,2.3,0.7,6.3,93.1,Vacuum Sealed,0.033,5.4
Produce,87.8,5.79,0.965,3.7,0.1,3.6,44.5,Modified Atmosphere,0.073,7.1
Condiments,108.9,4.06,0.835,2.4,0.9,9.9,90.5,Standard Plastic,0.042,123.3
Beverages,97.4,6.46,,2.9,1.7,0.1,54.7,Glass,0.183,49.9
Beverages,86.4,3.68,0.972,3.0,1.1,4.9,54.1,Vacuum Sealed,0.015,422.4
Condiments,56.4,3.34,0.705,4.9,,11.5,41.7,Glass,,212.0
Snacks,2.8,5.62,0.322,7.1,27.8,15.2,73.7,Vacuum Sealed,,231.4
Condiments,62.0,5.39,0.915,2.0,2.0,7.9,47.3,Standard Plastic,0.389,123.9
Dairy,78.5,6.41,0.959,5.6,11.3,7.3,74.2,Glass,0.131,5.0
Snacks,11.4,6.24,0.34,9.3,21.7,25.2,44.4,Glass,0.196,427.5
Dairy,79.4,6.56,0.954,6.9,1.1,7.5,65.7,Glass,0.019,4.5
Snacks,4.7,6.15,0.405,3.2,29.7,18.6,44.3,Glass,0.087,598.1
Bakery,34.5,7.46,,9.4,11.4,0.5,42.5,Standard Plastic,0.076,4.8
Beverages,94.6,4.64,0.986,2.1,1.6,9.7,61.8,Vacuum Sealed,0.034,207.0
Produce,87.3,3.58,0.977,2.3,0.2,15.2,45.7,,0.04,3.5
Seafood,,6.13,0.982,22.7,10.6,10.4,62.6,Standard Plastic,0.097,1.0
Meat,61.6,6.06,0.972,19.5,17.4,13.0,90.7,Glass,0.346,1.0
Bakery,40.0,6.54,0.83,12.0,8.2,21.5,44.3,Modified Atmosphere,0.235,6.7
Dairy,63.5,4.36,0.973,5.8,3.5,8.7,91.5,Modified Atmosphere,0.078,6.1
Meat,68.2,5.98,0.974,22.3,14.6,11.3,51.7,Standard Plastic,0.205,1.0
Produce,84.2,6.46,0.989,1.8,0.6,6.7,81.2,Vacuum Sealed,0.035,5.3
Meat,65.1,6.02,0.971,19.5,4.8,3.1,36.6,Standard Plastic,0.098,2.0
Beverages,85.0,6.08,0.999,1.5,0.8,17.2,53.0,Cardboard,0.117,91.6
Snacks,9.1,7.04,0.513,3.3,24.7,1.4,70.1,Standard Plastic,0.099,96.7
Produce,89.0,4.54,0.957,4.8,0.8,20.7,42.4,Glass,0.329,2.9
Dairy,59.9,5.38,0.987,3.8,5.4,13.4,31.5,Standard Plastic,0.391,3.3
Dairy,71.1,6.53,0.976,7.7,2.0,4.2,67.7,Cardboard,0.129,4.1
Bakery,40.9,6.89,0.862,6.1,12.6,26.4,63.3,Modified Atmosphere,0.238,4.0
Produce,79.8,4.32,0.968,2.6,0.6,6.7,86.0,Vacuum Sealed,,8.6
Dairy,75.8,6.5,0.956,7.4,6.9,4.1,70.9,Standard Plastic,0.091,4.0
Beverages,89.1,3.96,0.982,0.6,0.1,18.5,67.4,Cardboard,0.047,77.3
Meat,74.6,6.47,0.977,20.7,3.7,17.6,59.3,Vacuum Sealed,0.354,1.4
Snacks,5.6,6.18,0.348,3.1,,17.5,80.1,Modified Atmosphere,0.204,150.2
Seafood,76.4,6.66,0.982,17.4,4.6,0.6,86.1,Glass,0.001,2.2
Bakery,21.9,6.61,0.893,10.1,17.0,16.5,88.4,Glass,0.39,5.0
Bakery,26.9,5.88,0.874,10.0,9.1,27.6,51.6,Vacuum Sealed,0.003,2.7
Beverages,88.3,4.82,0.986,0.6,1.9,5.1,82.5,Standard Plastic,0.493,43.8
Snacks,10.7,7.19,0.31,4.1,19.1,26.5,30.3,Modified Atmosphere,0.122,472.0
Dairy,46.4,,0.975,5.2,6.6,14.3,51.6,Standard Plastic,0.053,2.7
Beverages,87.2,3.32,0.972,2.5,0.1,10.5,40.9,Cardboard,0.279,50.6
Bakery,41.3,7.17,0.857,8.1,12.9,21.2,57.7,Standard Plastic,0.115,4.3
Produce,76.8,5.57,0.958,4.3,0.3,19.3,36.5,Cardboard,0.152,1.5
Bakery,40.5,5.89,0.927,6.8,19.7,7.1,50.7,Standard Plastic,0.374,6.8
Produce,92.6,6.22,0.961,4.7,1.0,21.6,91.8,Standard Plastic,0.209,1.3
Condiments,64.1,4.75,0.89,3.9,12.6,22.1,69.5,Standard Plastic,0.336,126.4
Meat,66.0,6.23,0.976,22.8,14.4,20.1,93.2,Standard Plastic,0.437,1.0
Condiments,,,0.871,1.8,4.4,23.5,89.6,Cardboard,0.313,97.4
Snacks,8.2,6.58,0.557,8.8,32.5,14.2,82.0,Cardboard,0.353,82.7
Produce,77.8,4.73,0.974,4.6,1.9,12.4,48.9,Glass,0.066,4.0
Seafood,79.8,6.06,0.978,21.2,11.4,2.6,52.2,Vacuum Sealed,0.418,2.7
Seafood,77.5,6.59,0.976,18.8,4.1,2.5,88.6,Glass,0.102,2.0
Bakery,34.9,5.98,,8.4,20.4,23.7,37.5,Standard Plastic,0.16,4.4
Produce,85.6,6.48,0.983,4.1,1.1,6.5,53.1,Cardboard,0.028,3.0
Snacks,7.4,5.75,0.416,9.0,13.7,8.9,80.9,Standard Plastic,0.163,134.2
Dairy,64.4,5.78,0.971,6.3,9.2,21.3,93.7,Cardboard,0.386,2.1
Seafood,79.6,6.23,0.98,21.3,7.6,3.1,76.4,Cardboard,0.027,1.7
Dairy,,5.9,0.974,,3.9,10.9,43.7,Cardboard,0.244,2.8
Beverages,98.9,5.0,0.963,0.4,0.2,11.0,66.6,Modified Atmosphere,0.151,53.2
Meat,67.7,6.15,0.971,19.4,8.9,14.6,39.0,Cardboard,0.014,1.0
Produce,89.6,5.28,0.984,4.0,1.2,7.8,78.5,Modified Atmosphere,0.39,5.8
Produce,74.4,4.52,0.969,4.8,0.7,20.0,76.5,Glass,,3.0
Dairy,58.0,,,3.5,3.8,22.4,93.7,Standard Plastic,,2.7
Dairy,68.2,6.56,0.974,3.4,3.1,8.0,67.8,Modified Atmosphere,0.019,4.3
Produce,79.0,6.19,,2.1,0.8,5.4,65.4,Vacuum Sealed,0.409,7.2
Snacks,11.7,5.27,0.522,4.2,9.8,24.4,92.2,Vacuum Sealed,0.222,142.9
Seafood,76.5,6.81,0.978,18.8,6.1,7.6,90.6,Vacuum Sealed,0.467,1.0
Bakery,38.5,,0.844,10.2,,8.5,92.8,Standard Plastic,0.401,6.2
Bakery,26.1,5.98,0.895,11.3,14.3,9.8,77.1,Cardboard,0.013,4.0
Bakery,26.4,5.58,0.845,7.3,14.8,18.9,42.2,Standard Plastic,0.188,4.9
Bakery,35.8,5.51,0.841,10.8,12.9,14.1,44.8,Standard Plastic,0.006,6.2
Bakery,27.2,6.71,0.873,11.9,18.3,1.1,51.2,Standard Plastic,0.028,5.3
Beverages,94.4,3.21,,2.3,0.2,11.7,34.6,Standard Plastic,0.132,54.0
Snacks,8.9,7.23,0.55,6.2,9.6,17.1,48.1,Vacuum Sealed,0.333,150.2
Produce,85.9,4.89,0.953,2.6,0.4,8.2,80.4,Vacuum Sealed,0.045,4.9
Snacks,14.9,5.43,0.256,9.5,9.3,17.6,56.8,Standard Plastic,0.077,136.6
Beverages,89.8,4.45,0.979,0.6,1.2,23.9,53.4,Cardboard,0.074,33.8
Beverages,93.9,4.18,0.979,2.2,1.2,12.9,49.5,,0.454,63.0
Condiments,58.4,4.92,0.772,3.5,26.9,23.1,60.8,Modified Atmosphere,0.373,243.6
Dairy,52.3,5.46,0.973,7.0,6.6,15.3,60.1,Modified Atmosphere,0.295,4.1
Produce,70.2,4.54,0.978,2.6,0.5,20.5,51.9,Glass,0.0,2.2
Bakery,115.5,6.36,0.854,9.6,23.7,3.2,66.5,Cardboard,0.05,4.7
Produce,,5.44,0.971,4.2,1.4,16.3,57.4,Cardboard,0.137,2.0
Dairy,78.5,4.65,0.975,7.3,3.8,8.2,43.6,Standard Plastic,0.01,4.9
Condiments,52.8,3.06,0.842,4.3,25.4,18.4,55.8,Standard Plastic,0.032,197.8
Beverages,97.3,5.06,,2.5,0.2,5.2,39.4,Glass,0.431,56.9
Produce,87.3,3.97,0.973,3.1,1.3,22.2,58.6,Cardboard,0.375,2.1
Produce,76.0,5.84,0.978,2.0,0.7,15.0,41.2,Vacuum Sealed,0.339,4.0
Bakery,40.6,6.01,0.838,9.2,14.5,22.7,52.8,Modified Atmosphere,0.056,4.9
Snacks,4.2,5.81,0.247,11.5,16.6,8.3,84.6,Standard Plastic,0.355,170.0
Snacks,14.2,14.7,0.644,4.9,28.8,0.5,73.6,Standard Plastic,0.173,93.7
Snacks,9.9,7.4,0.577,7.7,8.5,1.8,40.1,Vacuum Sealed,0.2,141.9
Meat,72.6,6.19,0.988,21.4,7.6,21.3,,Glass,0.074,1.0
Snacks,12.8,7.28,0.218,5.7,,0.8,92.8,Standard Plastic,0.152,114.1
Produce,75.0,6.32,0.984,2.2,0.6,9.0,89.5,Standard Plastic,,3.7
Snacks,14.6,5.5,0.37,7.7,32.2,8.7,86.0,Vacuum Sealed,0.491,221.9
Bakery,31.8,6.95,0.801,10.9,21.4,21.1,61.5,Standard Plastic,0.396,5.6
Snacks,7.2,6.32,0.235,8.3,10.4,10.8,41.4,Cardboard,0.281,125.8
Dairy,78.7,6.77,0.975,4.5,6.8,5.0,79.6,Glass,0.144,5.8
Seafood,61.6,6.78,0.97,16.4,7.3,15.1,74.6,Standard Plastic,0.387,1.0
Snacks,3.2,5.8,0.487,6.8,11.5,23.7,60.9,Standard Plastic,0.383,146.7
Seafood,69.4,6.54,0.98,17.7,1.6,10.2,33.4,Standard Plastic,0.154,1.0
Snacks,8.1,6.1,0.344,5.5,,15.0,67.7,Standard Plastic,0.176,120.6
Bakery,29.0,5.9,0.821,7.9,11.4,3.7,30.3,Cardboard,0.472,8.8
